Shooter,Shots Attempted,SSI Player ID
Cameron Tyson,7,18ede5d3-f2de-4f9f-a9c3-ffe37ac43566
Elfrid Payton,7,ff4126dc-89ef-11e6-a96d-a45e60e298d3
Dalton Knecht,7,b8da7ce7-11b7-4a94-acd4-f309bf4b6333
Cody Williams,7,8b49e58d-df58-4e21-b984-2bda3ce246e6
Wooga Poplar,7,b3aaee9c-4272-479b-9fdc-7b99458903ea
Ben Coupet Jr.,7,8c1d8070-eb6a-44ee-bc37-0a07ad5267fb
Jazian Gortman,7,dd6ea48a-5adc-4411-bead-f2cf2861a9ce
Caleb Stone-Carrawell,7,c0ac23b6-44cc-4fe7-8a81-560c7fc1003d
Cam Reddish,7,5cef3c95-c7c7-4206-b70c-41f647f9498b
Pedro Bradshaw,6,881e8c41-f4cb-44fa-9caa-782d1e294daf
Jeremiah Tilmon,6,285400dc-29c2-4d6a-83a0-5b87049c14f0
Jared McCain,6,eb79ea6c-b337-448d-ac33-7e92219822ef
Kaden Anderson,6,d3403310-4ad2-4ea2-9072-623f9adefc8d
Kendall Munson,6,11a2c3b6-617d-4889-ac4c-dc3821c6375a
Malaki Branham,6,13030bd6-e3d6-4e2a-9685-88300bc4ec5f
Sy Chatman,6,ea9cdbe0-fa96-437f-99d0-f1c67185f3e7
Ja'Vier Francis,6,426de6ba-834c-455a-8c94-9656ad089275
James Banks III,6,f4a998d1-4507-43b9-91e3-832dde032d54
Nojel Eastern,6,b2251f82-7770-4e0b-994d-c33ff4a1b39d
Colin Castleton,6,cb160212-66c3-46cf-8728-c0d6612456f8
Cameron Martin,6,99e062a8-b28c-47b0-9682-92a5d2461cd1
Trey Townsend,6,32735ab8-9eea-40c1-93be-395428840de8
Jamison Battle,5,74f1f473-4fc6-4175-bf32-f1f99de73ef8
Javon Freeman-Liberty,5,a28cdf29-f659-4646-b964-87ec3c295ae4
Chandler Baker,5,db071247-1883-4852-b647-0b794ee7cdee
David Muoka,5,c5a7468d-b9c2-4814-a823-b9bf4a58358f
Kaleb Johnson,5,51e2e08f-d07e-4dbd-a05f-bba8e5c69f96
Kellen Tynes,5,83a05254-611e-4587-a927-613bde48b6ba
Rahsool Diggins,5,6404e275-f55f-42e5-8d36-cddd1661c335
Marcus Sasser,5,5fc1833e-3993-49a8-8970-87ad09b61dff
Tommy Bruner,5,9819211d-c92e-4802-8be4-018f1efe7932
Cam Young,5,f61521e8-e7f3-4526-a0fa-efedc3c820ca
T.J. Warren,5,ff401666-89ef-11e6-b554-a45e60e298d3
Dain Dainja,5,3d560bd7-c964-492e-97b7-12c4feda4079
CJ Fulton,5,e2d1008a-5cc8-4a4d-9f54-0bacfbd083be
Tyler Kolek,5,40faa5df-7ced-449d-bd12-300a2938370a
Lahat Thioune,5,81875c9a-a727-4662-bd59-5ce020b80d6a
Justin Jackson,5,0867f70d-4848-4664-82fb-db397233e78f
Geronimo Rubio De La Rosa,5,5bc79052-06fe-4165-bc0d-7121fc331302
Tolu Smith,4,dea8af5c-b86c-4445-b191-20c7806e6a4e
Kobe Brown,4,751e59b1-45ae-45f0-bc03-01f6c87520a5
Kylor Kelley,4,08d8e7a7-6e98-43fb-808a-803728ffe738
Brian Taylor,4,ef62751a-0816-46fa-9160-054ef9ec64e4
Dalen Terry,4,8fc64d15-1d47-47e1-bb04-d03f75dccc5a
Steven Crowl,4,ee193c16-33d6-4aac-9688-7dde65cf6671
Josh Minott,4,3dafdc09-40d9-4934-b9c9-8be3bd3eb90a
Eli John Ndiaye,4,541d7cbf-04ae-40eb-9401-fc9f1fffdcf2
Jack Gohlke,4,20e6b7dc-2172-4ce5-a2c7-f61c3c89d703
Jase Richardson,4,1cc4e557-6ed1-4db5-8816-1c00724e5554
Mohamed Diawara,4,cb172f69-5e77-4552-a43b-b2993cb7f689
Marcus Bagley,4,a39bf7f9-11fd-434e-9673-4a184061ad7d
Branden Carlson,4,c401774b-397d-4c15-93a0-592eb4752dac
Garrett Denbow,4,13631116-cd60-4bc0-9a41-6fed5d44b41c
Ariel Hukporti,4,91a10e2e-9784-440d-b0a4-83a8db044c1d
Rayan Rupert,4,f99ade9a-ec49-4d41-b7f8-7e1b16c9ed79
Seth Maxwell,4,12d95e3f-d714-4300-978c-245c9d0f302c
Danny Wolf,4,0b1b2334-050a-4f4e-bae7-3865147c950f
Jamal Bieniemy,4,5659992f-2487-47ce-83f7-baedce2a090e
Micah Parrish,4,a233b4d2-746c-48be-9d0d-ce655385c605
Isaih Moore,4,ea2cbcac-0b28-454f-a3f7-a30bb1d6fbb1
Vance Jackson,4,2a70adf2-b7a5-4028-b567-a3b18585a709
Khaman Maluach,4,d4dcccfe-9470-4fef-bac2-e9f6aa1cfd32
Adou Thiero,4,9b945fc0-d3bb-405d-bf43-95c6e7d7e87b
Jonas Aidoo,3,18e9a256-6619-4a10-a5dd-2c89bb7cfb0a
Ray Williams, Jr.,3,5b0bdabe-6c41-4fef-bcc7-518987c7451a
Chase Jeter,3,ea3ac175-ec80-45da-aa31-7c38b04c7657
Jay Scrubb,3,8488ec31-e9a6-4535-a007-3b6fb6c5f1bd
Will Riley,3,3fb6c927-c443-46a9-aecb-1105dfb05233
Quenton Jackson,3,2916816a-1e08-43ef-953d-a81bfe3503ee
Nathan Mariano,3,6e090c81-2a42-43d1-9e4e-bd5a04f09b10
Oscar Tshiebwe,3,9234048a-d7a7-4f77-8d48-3b95b6365ae0
Jean-Jacques Boissy,3,3cd15c37-c35d-4061-82f8-728bfefd34c9
Ethan Taylor,3,b4569bbc-b31d-4504-a59a-fe40691d1d00
Jackson Rowe,3,87777cd1-2099-4edd-8256-f29343fa0fd4
Josiah Allick,3,46de8a99-497a-49cd-a9ec-347e787439e3
James Reese,3,26f760b4-f286-403c-ae5b-8c4a2f2810ff
Jaykwon Walton,3,59731b4a-481f-4699-a3fe-f39676cc079b
Devon Higgs,3,72b7a0bc-f1b6-4996-89e8-8c6535bd71c0
Olivier-Maxence Prosper,3,28df8a9e-306a-47ee-bb0e-55b9ea87d542
Issac McBride,3,e98d2d7d-61a8-42e6-9c79-f1c3d6667ec9
Jacob Toppin,3,9e0abf37-2963-4f62-b8f7-104fefa58273
Warith Alatishe,3,ef3f7448-40b8-4701-8feb-456aaa4d1c6e
Symir Torrence,3,6779419d-662d-4a38-b2ea-cb8e012eed8f
Patrick McCaw,3,ff42a38f-89ef-11e6-bb23-a45e60e298d3
Mason Madsen,3,d745163f-0ba1-4894-9467-cb7553e99081
Noa Essengue,3,fe09888e-ef47-4152-a457-e6f4e04aee54
Derek Ogbeide,3,4f5b0cc7-0740-4ebb-8b37-c464b1f421f3
Tyrese Samuel,3,f4159312-f59d-46f6-a72d-afb990d1e80a
Alex Fudge,2,1f5a0d41-0c51-4353-9d7a-503196852e33
Marquis Barnett,2,7edec21a-68b6-453a-b51f-2e3827a52d7d
Terry Taylor,2,0852ab90-243b-4951-bfb0-c536f151cba5
Grant Nelson,2,c4012fed-7c3d-4171-a8c7-3432c061c9d7
Dajuan Harris,2,51b4a0a5-880c-48d7-a342-2b25ec6cc206
Ibrahima Diallo,2,505bb488-33f9-485b-9cce-e0533d462cf1
Makhi Mitchell,2,fec781d1-53e1-4e5e-baf1-7937603be356
Yanic Konan Niederhauser,2,c4c0b9a3-5f7e-4611-977b-e0d73c08a29c
Aminu Mohammed,2,6abaacf2-5a3c-4c72-b19c-2a645dd84022
Samson Johnson,2,68596e1c-c815-41b9-ae9b-a8179fee1f36
Terrence Shannon Jr.,2,94d35dd4-a4fe-47ae-a856-cd0d5b1193a9
Tyrese Proctor,2,27207fcd-251c-4d7b-8d11-48823d8dab1b
Derrin Boyd,2,6dfc6fb5-d921-403b-b590-c1c4c3e900a9
Kario Oquendo,2,1ea004d3-81c8-428e-920e-2fde02ccf379
Ibou Badji,2,9e3a3a92-a664-48f7-97d2-0f8f27735dbd
Jae'Sean Tate,2,80383c81-b671-4a11-b003-ae08fba34eb8
Jermaine Couisnard,2,395250e2-3fc7-41ec-b3e5-be2b920a6458
Noah Penda,2,8257785f-b06f-4feb-a7c3-c58c4fbf99d7
Omar El-Sheikh,2,bdfadf82-2b4c-44e8-ae46-a6e3c9957744
Caleb Mills,1,05febea3-f49a-42f6-8214-9cdb36006544
Daniel Batcho,1,72e13ad0-9840-41e7-b88f-ab295ef762fb
O'Mar Stanley,1,c35585ea-5c0e-4c72-bd00-07eceb71ee47
Omer Yurtseven,1,6811ad75-3527-4bfc-b0bc-8fd46ec62535
Nique Clifford,1,329049aa-89c8-439b-a0c3-dc93d3609931
T.J. Weeks,1,7d91ff01-e290-4fe8-955f-093a15c1d3b5
Alejandro Vasquez,1,146e6f60-9f61-4669-902f-1f985d239c46
Martez Brown,1,15a40435-a0cb-41f5-8680-120339364fa1
Lawson Lovering,1,ee296dd9-8d26-420c-9aa1-271f6b6a2222
Jahlil White,1,e21b31ea-a8e5-41ad-89b1-72a56bdf59e1
Onno Steger,1,f033b782-7e16-4a10-b000-aff290ea4400
Jaden Seymour,1,667eabca-780b-45aa-8d74-a3418e732e81
Maxime Raynaud,1,31a1e47b-7784-4021-b7f2-31e4ef972892
Parker Van Dyke,1,b25395ca-26fc-4977-bf67-3b99e73e1048
Elijah Cain,1,2ce0583b-9426-44be-820b-de29934964ee
Vinicius Da Silva,1,63049d09-0880-48ee-af08-c8f25b874237
Ace Baldwin,1,6ab19369-4aa1-4aa6-8274-b595ac8902be
Isaiah Moore,1,ffd1ae3a-bd10-436e-a214-71a0761663e4
Jamarion Sharp,1,02b5523f-9555-42f2-b2a7-3ba79ce5e959
P.J. Hayes,1,659ecb80-2665-4645-b890-ef69b738b5e3
Ryan Woolridge,1,a4f5f591-7988-4761-b96d-5efb627bd420
Lacey James,1,04c6579b-6a42-4b88-944b-6cc896241e84
Cameron Smith,1,bd762247-fb20-496c-af57-0abcde142d02
Eric Ayala,1,0ed3aa02-c44c-4b25-a16c-d448d88b92ea
Obadiah Noel,1,ae301693-1228-4496-9f09-3dede6e84191
Walter Clayton Jr.,1,ae81ff91-c142-4a68-b826-4ae75af6a94f
Vernon Carey Jr.,1,9dc84f16-116c-451e-a191-b54f210fecbe
Julian Phillips,1,76ada8a1-6ec8-4915-b57e-fa234b1f2788
Leonard Miller,1,0eaefaeb-b40c-4fc7-9086-902dc1ab2254
Jordan Bell,1,07a35d50-2dd1-4476-a9ac-b6e7154ce069
Ebenezer Dowuona,1,d435507a-b78e-4251-8feb-ad8c5d01dcb1
Matthew Moncrieffe,1,3d0d89b4-df1e-43a9-9870-4329d5e8161c
Kalib Boone,1,57657681-6e1c-4701-8298-93f30846effc
Moussa Cisse,1,b4769ff6-6ae9-446a-a262-0b849da72338
